timestamp,netValue,
timestamp,netValue,USD_Unit_Val,USD_size,USD_value,USD_yield,USD_weight,JPY_Unit_Val,JPY_size,JPY_value,JPY_yield,JPY_weight,NOK_Unit_Val,NOK_size,NOK_value,NOK_yield,NOK_weight,CHF_Unit_Val,CHF_size,CHF_value,CHF_yield,CHF_weight,NZD_Unit_Val,NZD_size,NZD_value,NZD_yield,NZD_weight,SEK_Unit_Val,SEK_size,SEK_value,SEK_yield,SEK_weight,CAD_Unit_Val,CAD_size,CAD_value,CAD_yield,CAD_weight,AUD_Unit_Val,AUD_size,AUD_value,AUD_yield,AUD_weight,EUR_Unit_Val,EUR_size,EUR_value,EUR_yield,EUR_weight,GBP_Unit_Val,GBP_size,GBP_value,GBP_yield,GBP_weight,
2010-05-28T00:00:00,4532118.68,1.00,5001398.30,5001398.30,0.034129,0.26,0.01,-467405274.98,-5120005.20,0.013482,-0.27,0.16,0.00,0.00,0.034665,0.00,0.87,-5380847.14,-4667227.98,0.022816,-0.25,0.68,6813310.00,4657237.96,0.057306,0.25,0.13,-36118123.06,-4642641.13,0.033675,-0.24,0.96,-0.00,-0.00,0.047896,-0.00,0.84,5370597.55,4518552.23,0.054843,0.24,1.23,-0.00,-0.00,0.035408,-0.00,1.47,3254969.01,4784804.50,0.037809,0.25,
2010-06-30T00:00:00,4003621.38,1.00,4537063.90,4537063.90,0.031942,0.23,0.01,-451895562.49,-5190622.13,0.012845,-0.27,0.15,0.00,0.00,0.034665,0.00,0.94,-5713364.89,-5378550.15,0.026685,-0.27,0.69,7272644.41,4984670.62,0.055126,0.25,0.13,-38588073.04,-4992021.04,0.037420,-0.26,0.94,-0.00,-0.00,0.047896,-0.00,0.84,5907148.14,4941034.15,0.053269,0.25,1.25,-0.00,-0.00,0.035408,-0.00,1.51,3375485.33,5102046.03,0.036006,0.26,
2010-07-30T00:00:00,4493789.53,1.00,4005194.32,4005194.32,0.029850,0.20,0.01,-431174462.13,-4986981.98,0.012009,-0.25,0.17,0.00,0.00,0.034665,0.00,0.96,-5267362.53,-5079913.71,0.028498,-0.25,0.73,7253788.05,5319565.36,0.053935,0.27,0.14,-38369073.32,-5411984.13,0.041183,-0.27,0.98,-0.00,-0.00,0.047896,-0.00,0.91,5942770.38,5427828.98,0.051479,0.27,1.32,-0.00,-0.00,0.035408,-0.00,1.59,3283895.66,5220080.69,0.035115,0.26,
2010-08-31T00:00:00,4126861.08,1.00,4496143.44,4496143.44,0.026868,0.24,0.01,-428511253.37,-5067840.50,0.010897,-0.27,0.16,0.00,0.00,0.034665,0.00,0.98,-5144958.33,-5059204.80,0.024569,-0.26,0.71,6786249.02,4825023.26,0.052395,0.25,0.14,-35215487.50,-4846379.20,0.036620,-0.25,0.95,-0.00,-0.00,0.047896,-0.00,0.91,5447294.54,4948050.13,0.049688,0.26,1.28,-0.00,-0.00,0.035408,-0.00,1.55,3124781.84,4831068.75,0.032184,0.25,
2010-09-30T00:00:00,4290355.89,1.00,4123738.40,4123738.40,0.026352,0.21,0.01,-419395839.92,-5035670.77,0.011162,-0.25,0.17,30682808.49,5240535.02,0.033024,0.26,1.03,-5049087.69,-5176693.17,0.025474,-0.26,0.74,7002423.13,5194747.21,0.052693,0.26,0.15,-36110901.38,-5372806.54,0.037058,-0.27,0.98,-0.00,-0.00,0.047896,-0.00,0.97,5479926.17,5316076.20,0.050076,0.27,1.37,-0.00,-0.00,0.035408,-0.00,1.58,271.68,429.54,0.031288,0.00,
2010-10-29T00:00:00,4483005.53,1.00,4290349.43,4290349.43,0.025078,0.22,0.01,-413326386.48,-5123669.10,0.009444,-0.26,0.17,29124280.79,4961546.98,0.032381,0.25,1.01,-4845632.72,-4876599.12,0.024071,-0.25,0.77,6714687.44,5153522.99,0.050915,0.26,0.15,-33422160.32,-4993375.51,0.036448,-0.26,0.99,-0.00,-0.00,0.047896,-0.00,0.99,5134122.71,5071229.83,0.050895,0.26,1.39,-0.00,-0.00,0.035408,-0.00,1.60,0.02,0.04,0.030685,0.00,
2010-11-30T00:00:00,4595062.09,1.00,4482746.47,4482746.47,0.027372,0.24,0.01,-400652193.37,-4756644.82,0.010622,-0.25,0.16,7643.71,1234.12,0.032714,0.00,1.00,-4939943.67,-4921488.09,0.023293,-0.26,0.75,6498712.12,4848364.30,0.054946,0.25,0.14,-33316762.95,-4751155.17,0.037400,-0.25,0.98,-0.00,-0.00,0.047896,-0.00,0.96,5049073.00,4862510.16,0.053700,0.26,1.31,-0.00,-0.00,0.035408,-0.00,1.56,3101695.43,4829495.12,0.033030,0.25,
2010-12-31T00:00:00,4665326.76,1.00,4595033.12,4595033.12,0.032797,0.23,0.01,-418577507.51,-5123661.27,0.011693,-0.25,0.17,30858491.62,5294368.52,0.036064,0.26,1.07,-4994072.67,-5345828.16,0.027512,-0.26,0.78,6690237.97,5186272.39,0.058155,0.25,0.15,-34932101.45,-5219199.38,0.042165,-0.26,1.01,-0.00,-0.00,0.047896,-0.00,1.02,5181282.81,5277913.48,0.055508,0.26,1.34,-0.00,-0.00,0.035408,-0.00,1.55,276.77,428.06,0.036000,0.00,
2011-01-31T00:00:00,4578201.21,1.00,4669324.20,4669324.20,0.033681,0.24,0.01,-406280251.45,-4985033.76,0.011885,-0.25,0.18,29065011.43,5088724.17,0.037525,0.26,1.06,-4651738.90,-4941823.97,0.028541,-0.25,0.78,6441806.14,5015590.02,0.056350,0.25,0.16,-33367594.91,-5226917.34,0.043315,-0.26,1.01,-0.00,-0.00,0.047896,-0.00,1.01,4901722.96,4958337.75,0.055194,0.25,1.38,-0.00,-0.00,0.035408,-0.00,1.62,0.08,0.13,0.037107,0.00,
2011-02-28T00:00:00,4416595.62,1.00,4580258.07,4580258.07,0.035652,0.24,0.01,-405550652.78,-4943027.03,0.012265,-0.25,0.18,2939.67,528.38,0.038095,0.00,1.07,-4689834.24,-5039581.17,0.029904,-0.26,0.75,6414917.34,4816961.26,0.055679,0.25,0.16,-31841866.76,-5054344.79,0.045018,-0.26,1.03,-0.00,-0.00,0.047896,-0.00,1.02,4937698.36,5020651.58,0.056097,0.26,1.38,-0.00,-0.00,0.035408,-0.00,1.63,3087344.11,5035149.34,0.038820,0.26,
2011-03-31T00:00:00,4838665.70,1.00,4418034.49,4418034.49,0.034084,0.22,0.01,-408644662.96,-4844918.64,0.011866,-0.25,0.18,27783414.05,5036511.86,0.037700,0.26,1.08,-4640402.12,-4999355.87,0.027254,-0.25,0.77,6659944.71,5102183.73,0.055796,0.26,0.16,-31453039.91,-4971751.47,0.042238,-0.25,1.04,-0.00,-0.00,0.047896,-0.00,1.04,4917464.56,5097443.93,0.054352,0.26,1.41,-0.00,-0.00,0.035408,-0.00,1.60,322.92,517.67,0.037386,0.00,
2011-04-29T00:00:00,4902142.27,1.00,4843216.75,4843216.75,0.034378,0.23,0.01,-420512318.03,-5187027.48,0.014348,-0.25,0.19,27569060.50,5281024.54,0.037944,0.25,1.16,-4632157.51,-5366883.92,0.028679,-0.26,0.81,6531971.81,5297755.77,0.056873,0.26,0.17,-31602639.06,-5276780.61,0.041265,-0.25,1.05,-0.00,-0.00,0.047896,-0.00,1.10,4826498.00,5310837.16,0.055125,0.26,1.49,-0.00,-0.00,0.035408,-0.00,1.67,0.03,0.05,0.037314,0.00,
2011-05-31T00:00:00,4795842.81,1.00,4905700.68,4905700.68,0.031600,0.25,0.01,-404584816.85,-5004141.21,0.013492,-0.25,0.19,8457.39,1573.18,0.034845,0.00,1.19,-4312089.52,-5126421.59,0.025764,-0.26,0.82,6177207.64,5080444.36,0.052207,0.26,0.16,-29949465.19,-4844859.05,0.037112,-0.25,1.03,-0.00,-0.00,0.047896,-0.00,1.07,4553070.43,4873834.02,0.053317,0.25,1.44,-0.00,-0.00,0.035408,-0.00,1.64,2993361.82,4909712.44,0.034997,0.25,
2011-06-30T00:00:00,5021945.82,1.00,4798920.33,4798920.33,0.029894,0.24,0.01,-403935180.36,-4993635.56,0.014352,-0.25,0.19,0.80,0.15,0.033655,0.00,1.18,-4205397.18,-4955980.41,0.023467,-0.25,0.83,6095516.25,5039163.05,0.050374,0.25,0.16,-30936008.34,-4920044.27,0.035473,-0.25,1.04,-0.00,-0.00,0.047896,-0.00,1.07,4683412.02,5027876.90,0.051612,0.25,1.45,3469837.32,5025192.05,0.034305,0.25,1.60,282.67,453.58,0.034144,0.00,
2011-07-29T00:00:00,4713806.49,1.00,5026582.38,5026582.38,0.029774,0.25,0.01,-404524865.55,-5279969.53,0.011147,-0.26,0.18,0.00,0.00,0.032280,0.00,1.28,-4247214.34,-5437826.44,0.022955,-0.27,0.87,6070605.15,5311476.22,0.050625,0.26,0.16,-31501969.42,-4947111.53,0.035169,-0.24,1.04,-0.00,-0.00,0.047896,-0.00,1.10,4674531.87,5126559.04,0.050092,0.25,1.42,3460387.69,4914096.30,0.033940,0.24,1.63,0.03,0.04,0.033030,0.00,
2011-08-31T00:00:00,4661014.99,1.00,4716292.65,4716292.65,0.022918,0.24,0.01,-383695459.42,-4984352.55,0.010357,-0.25,0.19,0.00,0.00,0.032280,0.00,1.26,-3913621.81,-4916919.17,0.017032,-0.25,0.85,5744664.27,4886124.34,0.045531,0.25,0.16,-31937190.89,-4997721.70,0.027658,-0.26,1.02,-0.00,-0.00,0.047896,-0.00,1.07,4582262.01,4921578.41,0.044743,0.25,1.43,3533920.41,5036013.02,0.029845,0.26,1.62,-0.00,-0.00,0.059102,-0.00,
2011-09-30T00:00:00,4257798.27,1.00,4660973.99,4660973.99,0.019617,0.25,0.01,-386030275.75,-5036272.35,0.010059,-0.27,0.17,0.00,0.00,0.032280,0.00,1.09,-3996225.66,-4365074.45,0.025907,-0.24,0.76,5915138.45,4487223.92,0.044052,0.24,0.15,-32107534.33,-4667437.27,0.034510,-0.25,0.95,-0.00,-0.00,0.047896,-0.00,0.96,4683227.70,4499411.02,0.041998,0.25,1.33,3524915.84,4678973.40,0.026415,0.26,1.55,-0.00,-0.00,0.059102,-0.00,
2011-10-31T00:00:00,4848204.52,1.00,4254121.14,4254121.14,0.021295,0.21,0.01,-385038317.68,-4918731.70,0.010678,-0.24,0.18,0.00,0.00,0.032280,0.00,1.12,-4607014.48,-5174385.89,0.033857,-0.26,0.79,6644019.36,5277012.45,0.045335,0.26,0.15,-8977.50,-1355.07,0.042958,-0.00,0.98,-5279629.68,-5177376.50,0.041719,-0.26,1.03,5245343.00,5403227.81,0.043702,0.27,1.37,3791819.54,5185692.29,0.029925,0.26,1.59,-0.00,-0.00,0.059102,-0.00,
2011-11-30T00:00:00,4818451.96,1.00,4844819.75,4844819.75,0.020081,0.25,0.01,-393914701.33,-5069034.89,0.010680,-0.26,0.17,0.00,0.00,0.032280,0.00,1.10,-4485152.72,-4923329.00,0.025337,-0.25,0.78,6354987.32,4931788.17,0.041322,0.25,0.15,-33393378.34,-4940250.81,0.033071,-0.25,0.98,-592.62,-582.52,0.038736,-0.00,1.02,4899217.96,5007490.41,0.040938,0.25,1.35,3687862.56,4967550.85,0.033927,0.25,1.57,-0.00,-0.00,0.059102,-0.00,
2011-12-30T00:00:00,4861500.09,1.00,4815718.38,4815718.38,0.019714,0.24,0.01,-391722715.59,-5103879.03,0.011345,-0.26,0.17,0.00,0.00,0.032280,0.00,1.07,-4598825.14,-4933038.50,0.030337,-0.25,0.79,6513687.76,5148744.72,0.038952,0.26,0.15,-2983.78,-436.93,0.038859,-0.00,0.99,-5139117.30,-5092773.07,0.038810,-0.25,1.04,4944758.98,5132412.50,0.038245,0.26,1.31,3749905.74,4894752.02,0.031589,0.24,1.56,-0.00,-0.00,0.059102,-0.00,
2012-01-31T00:00:00,5161211.65,1.00,4858002.98,4858002.98,0.019444,0.24,0.01,-387605469.03,-5091363.05,0.011203,-0.25,0.17,0.00,0.00,0.032280,0.00,1.10,-4714438.43,-5163678.45,0.028085,-0.25,0.83,6407818.06,5345721.99,0.038643,0.26,0.15,-34550034.77,-5140341.56,0.037691,-0.25,1.00,-2149.59,-2155.08,0.038481,-0.00,1.07,4879232.07,5237611.44,0.038018,0.25,1.32,3877415.76,5117413.38,0.031830,0.25,1.59,-0.00,-0.00,0.059102,-0.00,
2012-02-29T00:00:00,5467371.64,1.00,5160867.17,5160867.17,0.019608,0.25,0.01,-385182036.95,-4756508.24,0.011109,-0.23,0.18,0.00,0.00,0.032280,0.00,1.11,-4623517.64,-5113944.96,0.023326,-0.25,0.84,6081969.58,5103076.52,0.040429,0.25,0.15,-34067107.26,-5148305.12,0.034518,-0.25,1.01,-0.22,-0.23,0.037664,-0.00,1.08,4726086.92,5101574.54,0.039610,0.25,1.33,3840843.02,5120611.96,0.030122,0.25,1.60,-0.00,-0.00,0.059102,-0.00,
2012-03-30T00:00:00,5262192.72,1.00,5468761.67,5468761.67,0.021629,0.27,0.01,-410461984.24,-5003193.37,0.011082,-0.25,0.18,0.00,0.00,0.032280,0.00,1.10,-4586530.08,-5067429.10,0.022705,-0.25,0.82,6059078.40,4979653.38,0.041662,0.24,0.15,-33599589.26,-5081377.02,0.034004,-0.25,1.01,-0.00,-0.00,0.037298,-0.00,1.04,4709306.58,4899327.18,0.041507,0.24,1.33,3809074.63,5066449.97,0.029542,0.25,1.60,-0.00,-0.00,0.059102,-0.00,
2012-04-30T00:00:00,5187537.99,1.00,5263106.57,5263106.57,0.020304,0.26,0.01,-416550604.00,-5196165.46,0.010164,-0.25,0.17,0.00,0.00,0.032280,0.00,1.10,-4598556.19,-5061144.83,0.018685,-0.25,0.82,6196587.40,5056105.46,0.039745,0.25,0.15,-33625393.98,-4997940.50,0.029277,-0.24,1.02,-0.00,-0.00,0.037298,-0.00,1.03,4894376.32,5064945.45,0.038567,0.25,1.32,3825052.19,5058631.30,0.029877,0.25,1.62,-0.00,-0.00,0.059102,-0.00,
2012-05-31T00:00:00,4708349.31,1.00,5187495.87,5187495.87,0.017895,0.27,0.01,-407826675.62,-5220515.56,0.009488,-0.27,0.16,0.00,0.00,0.032280,0.00,1.03,-4624651.05,-4761300.37,0.017099,-0.25,0.75,6251176.91,4694008.57,0.034886,0.24,0.14,-34269584.27,-4711923.53,0.025973,-0.24,0.96,-0.00,-0.00,0.037298,-0.00,0.97,4927731.16,4755999.63,0.032814,0.25,1.24,3853906.76,4764584.71,0.027664,0.25,1.53,-0.00,-0.00,0.059102,-0.00,
2012-06-29T00:00:00,5216311.19,1.00,4705754.64,4705754.64,0.016098,0.23,0.01,-398104179.89,-5017698.26,0.009527,-0.24,0.17,0.00,0.00,0.032280,0.00,1.05,-4953170.13,-5188738.87,0.019001,-0.25,0.80,6802244.36,5454720.12,0.032431,0.26,0.14,-37112821.71,-5351524.40,0.027802,-0.26,0.98,-0.00,-0.00,0.037298,-0.00,1.02,5291200.19,5417924.36,0.029940,0.26,1.26,4128952.40,5195873.61,0.025694,0.25,1.57,-0.00,-0.00,0.059102,-0.00,
2012-07-31T00:00:00,5240864.09,1.00,5214870.27,5214870.27,0.015010,0.25,0.01,-405092505.88,-5177562.70,0.008678,-0.25,0.17,0.00,0.00,0.032280,0.00,1.02,-4876333.50,-4990618.67,0.014603,-0.24,0.81,6383424.83,5186213.40,0.032525,0.25,0.15,-35449894.77,-5244222.43,0.022571,-0.25,1.00,-0.00,-0.00,0.037298,-0.00,1.05,4997554.44,5254678.64,0.028776,0.25,1.23,4064004.02,4997505.58,0.022623,0.24,1.56,-0.00,-0.00,0.059102,-0.00,
2012-08-31T00:00:00,4969799.22,1.00,5239259.85,5239259.85,0.016717,0.26,0.01,-400227654.49,-5105595.80,0.009246,-0.25,0.17,0.00,0.00,0.032280,0.00,1.05,-4998974.20,-5228505.59,0.012760,-0.26,0.79,6314046.67,5004513.20,0.036582,0.24,0.15,-34612197.51,-5160492.54,0.021687,-0.25,1.01,-0.00,-0.00,0.037298,-0.00,1.02,4876625.63,4987569.12,0.031883,0.24,1.26,4165778.39,5233050.98,0.021194,0.26,1.59,-0.00,-0.00,0.059102,-0.00,
2012-09-28T00:00:00,5215531.52,1.00,4968156.93,4968156.93,0.017095,0.24,0.01,-401648367.33,-5145380.06,0.009762,-0.25,0.17,0.00,0.00,0.032280,0.00,1.07,-4899477.13,-5228339.69,0.012193,-0.25,0.83,6480392.95,5374837.74,0.035794,0.26,0.15,-34393597.47,-5236859.35,0.021504,-0.25,1.02,-0.00,-0.00,0.037298,-0.00,1.04,5020279.05,5212304.85,0.030976,0.25,1.29,4084317.06,5270811.11,0.022390,0.25,1.62,-0.00,-0.00,0.059102,-0.00,
2012-10-31T00:00:00,5428668.47,1.00,5215432.42,5215432.42,0.017259,0.25,0.01,-400659663.29,-4999496.67,0.008284,-0.24,0.18,0.00,0.00,0.032280,0.00,1.07,-4810404.34,-5157504.39,0.010180,-0.25,0.83,6206279.59,5129179.58,0.035081,0.25,0.15,-33742002.79,-5067317.86,0.019899,-0.25,1.00,-0.00,-0.00,0.037298,-0.00,1.04,4955667.60,5154637.64,0.030152,0.25,1.29,3983719.50,5153737.74,0.021792,0.25,1.61,-0.00,-0.00,0.059102,-0.00,
2012-11-30T00:00:00,5554066.75,1.00,5427612.90,5427612.90,0.016453,0.26,0.01,-411907245.13,-5005860.67,0.007996,-0.24,0.18,0.00,0.00,0.032280,0.00,1.08,-4793767.49,-5184693.37,0.008395,-0.25,0.82,6236019.05,5123825.17,0.034734,0.24,0.15,-34248930.90,-5171054.91,0.017660,-0.25,1.01,-0.00,-0.00,0.037298,-0.00,1.04,4952965.64,5163218.94,0.030833,0.25,1.31,3978899.45,5201018.70,0.021377,0.25,1.61,-0.00,-0.00,0.059102,-0.00,
2012-12-31T00:00:00,5899501.90,1.00,5550345.10,5550345.10,0.017081,0.26,0.01,-423699922.68,-4860616.30,0.008310,-0.23,0.18,29059926.87,5260905.52,0.020835,0.25,1.09,-4760251.52,-5209292.54,0.008239,-0.25,0.83,6284102.26,5238113.36,0.035550,0.25,0.15,-34128857.29,-5278610.67,0.018246,-0.25,1.02,-0.00,-0.00,0.037298,-0.00,1.05,4951408.13,5197740.76,0.032271,0.24,1.32,692.37,916.67,0.020033,0.00,1.63,-0.00,-0.00,0.059102,-0.00,
2013-01-31T00:00:00,6131923.24,1.00,5899418.90,5899418.90,0.018915,0.27,0.01,-449582838.68,-4854582.00,0.008254,-0.23,0.18,28541638.80,5255077.34,0.023043,0.24,1.11,-4712238.16,-5219003.39,0.007529,-0.24,0.84,6204828.47,5239667.11,0.035608,0.24,0.16,-33373891.96,-5311607.46,0.018971,-0.25,1.00,-0.00,-0.00,0.037298,-0.00,1.04,4925915.82,5122952.62,0.034003,0.24,1.37,0.08,0.10,0.021646,0.00,1.57,-0.00,-0.00,0.059102,-0.00,
2013-02-28T00:00:00,6055198.34,1.00,6131708.71,6131708.71,0.019660,0.29,0.01,-478345038.33,-5119000.89,0.007708,-0.24,0.17,28107194.34,4864940.60,0.024874,0.23,1.06,-4663776.25,-4933907.70,0.009762,-0.23,0.82,6133650.34,5059034.93,0.038107,0.24,0.15,-32485752.52,-5029805.38,0.022229,-0.24,0.97,-0.00,-0.00,0.037298,-0.00,1.02,4978671.83,5082228.07,0.034934,0.24,1.30,-0.00,-0.00,0.024695,-0.00,1.50,-0.00,-0.00,0.059102,-0.00,
2013-03-28T00:00:00,6276962.56,1.00,6054957.61,6054957.61,0.019480,0.28,0.01,-483370912.81,-5183046.46,0.006374,-0.24,0.17,29939230.80,5146231.47,0.022416,0.24,1.06,-4889095.29,-5158089.66,0.007833,-0.24,0.84,6288578.39,5264483.65,0.037154,0.24,0.15,-33437244.69,-5138262.73,0.019714,-0.24,0.98,-0.00,-0.00,0.037298,-0.00,1.04,5080117.69,5290688.69,0.035118,0.24,1.28,-0.00,-0.00,0.024695,-0.00,1.52,-0.00,-0.00,0.059102,-0.00,
2013-04-30T00:00:00,6450413.96,1.00,6276927.25,6276927.25,0.017344,0.29,0.01,-483162505.90,-4963403.42,0.006162,-0.23,0.17,30199433.58,5241000.94,0.020724,0.24,1.08,-4910440.71,-5292278.61,0.007435,-0.24,0.85,6206961.98,5273124.80,0.033238,0.24,0.15,-33745350.36,-5217519.42,0.017718,-0.24,0.99,-0.00,-0.00,0.037298,-0.00,1.03,4988640.24,5132562.42,0.032410,0.23,1.32,-0.00,-0.00,0.024695,-0.00,1.56,-0.00,-0.00,0.059102,-0.00,
2013-05-31T00:00:00,6202652.04,1.00,6451286.05,6451286.05,0.019191,0.30,0.01,-505203226.13,-5074104.62,0.008148,-0.24,0.17,29953558.16,5135497.27,0.020939,0.24,1.05,-4814194.51,-5047912.88,0.007818,-0.24,0.81,6124713.66,4938968.95,0.033763,0.23,0.15,-33592508.12,-5111147.85,0.019521,-0.24,0.97,-0.00,-0.00,0.037298,-0.00,0.97,5056448.88,4910065.11,0.032234,0.23,1.30,-0.00,-0.00,0.024695,-0.00,1.53,-0.00,-0.00,0.059102,-0.00,
2013-06-28T00:00:00,5639727.21,1.00,6204489.19,6204489.19,0.022944,0.29,0.01,-517421907.37,-5187447.06,0.008183,-0.24,0.16,30362925.75,4994600.52,0.023970,0.24,1.06,-4955875.34,-5232684.35,0.009640,-0.25,0.78,6461327.64,5043388.93,0.038359,0.24,0.15,-34184138.31,-5128325.89,0.021259,-0.24,0.95,-0.00,-0.00,0.037298,-0.00,0.92,5364687.78,4945705.88,0.035405,0.23,1.30,-0.00,-0.00,0.024695,-0.00,1.52,-0.00,-0.00,0.059102,-0.00,
2013-07-31T00:00:00,5515051.25,1.00,5643711.51,5643711.51,0.025630,0.27,0.01,-519163991.22,-5232189.38,0.007585,-0.25,0.17,31709217.86,5336410.47,0.026145,0.25,1.07,-4930500.79,-5280039.40,0.011791,-0.25,0.79,6691519.79,5261542.09,0.042247,0.25,0.15,-34737211.96,-5269161.70,0.023220,-0.25,0.97,-0.00,-0.00,0.037298,-0.00,0.89,5662664.72,5054777.67,0.037473,0.24,1.32,-0.00,-0.00,0.024695,-0.00,1.52,-0.00,-0.00,0.059102,-0.00,
2013-08-30T00:00:00,5546017.48,1.00,5518430.12,5518430.12,0.027341,0.26,0.01,-517033204.03,-5180433.89,0.006809,-0.25,0.16,31031938.90,5101839.52,0.028355,0.24,1.07,-4866660.65,-5188614.16,0.011159,-0.25,0.78,6649690.21,5187755.74,0.044751,0.25,0.15,-34395206.73,-5197966.88,0.024226,-0.25,0.95,-0.00,-0.00,0.037298,-0.00,0.91,5854769.68,5305007.02,0.038631,0.25,1.32,-0.00,-0.00,0.024695,-0.00,1.55,-0.00,-0.00,0.059102,-0.00,
2013-09-30T00:00:00,5742263.01,1.00,5550101.88,5550101.88,0.028043,0.25,0.01,-520783492.08,-5308700.23,0.006466,-0.24,0.17,31818004.87,5310878.62,0.031215,0.24,1.10,-4895784.31,-5402244.76,0.011738,-0.25,0.83,6713905.61,5543671.49,0.047046,0.25,0.16,-9035.34,-1419.06,0.026770,-0.00,0.97,-0.00,-0.00,0.037298,-0.00,0.94,5776869.52,5421592.05,0.039973,0.25,1.35,-3971473.86,-5371616.99,0.025564,-0.25,1.62,-0.00,-0.00,0.059102,-0.00,
2013-10-31T00:00:00,5904950.13,1.00,5747189.28,5747189.28,0.026041,0.27,0.01,-512635330.52,-5189667.25,0.005734,-0.24,0.17,31387402.51,5259371.39,0.029465,0.24,1.10,-4737802.54,-5192396.89,0.011789,-0.24,0.82,6352977.88,5228818.51,0.046464,0.24,0.15,-0.66,-0.10,0.025102,-0.00,0.96,-0.00,-0.00,0.037298,-0.00,0.94,5586135.20,5271356.66,0.039691,0.25,1.35,-3870043.69,-5219721.47,0.024693,-0.24,1.59,-0.00,-0.00,0.059102,-0.00,
2013-11-29T00:00:00,5763494.38,1.00,5909431.37,5909431.37,0.027088,0.28,0.01,-516841418.26,-5018608.71,0.005534,-0.24,0.16,31299867.75,5108556.09,0.028650,0.24,1.10,-4776204.01,-5264194.87,0.011881,-0.25,0.82,6380813.15,5226843.24,0.047046,0.25,0.15,-0.00,-0.00,0.023921,-0.00,0.94,-0.00,-0.00,0.037298,-0.00,0.91,5562646.71,5068405.23,0.041225,0.24,1.36,-3885175.49,-5266937.97,0.023573,-0.25,1.64,-0.00,-0.00,0.059102,-0.00,
2013-12-31T00:00:00,5765805.95,1.00,5768236.73,5768236.73,0.028925,0.27,0.01,-539670860.38,-5138499.03,0.005921,-0.24,0.16,7279.48,1187.35,0.029432,0.00,1.11,-4756495.17,-5280594.14,0.012889,-0.25,0.82,6422888.42,5275118.19,0.047550,0.25,0.15,-0.00,-0.00,0.023921,-0.00,0.94,-0.00,-0.00,0.037298,-0.00,0.89,5771636.62,5154071.63,0.042478,0.24,1.37,-3871758.94,-5288241.86,0.024200,-0.25,1.64,3208740.09,5274527.08,0.029474,0.25,
2014-01-31T00:00:00,5420202.95,1.00,5766955.66,5766955.66,0.028501,0.27,0.01,-551139546.65,-5443084.75,0.005552,-0.26,0.16,32247874.81,5146936.74,0.029481,0.24,1.11,-4729094.97,-5238833.47,0.012766,-0.25,0.81,6413692.59,5214653.01,0.046489,0.24,0.15,-34103333.88,-5221563.08,0.025048,-0.24,0.90,-0.00,-0.00,0.037298,-0.00,0.88,5896362.53,5194990.05,0.041888,0.24,1.35,-507.98,-686.71,0.025156,-0.00,1.63,511.58,835.51,0.029115,0.00,
2014-02-28T00:00:00,5708546.25,1.00,5422903.09,5422903.09,0.027002,0.25,0.01,-532055680.40,-5245286.94,0.005077,-0.24,0.17,32997310.94,5473098.51,0.028484,0.25,1.14,-4744930.94,-5388905.10,0.011902,-0.25,0.84,6485404.99,5431526.91,0.045617,0.25,0.16,-34363783.51,-5328875.03,0.024035,-0.25,0.90,-0.00,-0.00,0.037298,-0.00,0.89,5982072.80,5344084.74,0.041182,0.25,1.38,-0.10,-0.14,0.024288,-0.00,1.67,0.12,0.20,0.028132,0.00,
2014-03-31T00:00:00,6283883.76,1.00,5712113.17,5712113.17,0.027179,0.26,0.01,-533753437.17,-5153303.76,0.005164,-0.23,0.17,31804791.26,5323155.80,0.029386,0.24,1.13,-4634913.44,-5246972.82,0.011766,-0.24,0.87,6306711.24,5463504.07,0.045840,0.25,0.15,-6716.21,-1040.76,0.023643,-0.00,0.91,-0.00,-0.00,0.037298,-0.00,0.92,5909674.25,5463789.67,0.041021,0.25,1.38,-3825699.81,-5277361.62,0.023549,-0.24,1.66,0.00,0.00,0.027836,0.00,
2014-04-30T00:00:00,6234503.72,1.00,6290673.46,6290673.46,0.026888,0.28,0.01,-545679291.82,-5335673.14,0.005004,-0.24,0.17,31554083.13,5314148.14,0.028753,0.24,1.14,-4655580.44,-5293740.90,0.011162,-0.24,0.86,6103603.40,5261916.68,0.045423,0.24,0.15,-0.43,-0.07,0.022915,-0.00,0.91,-0.00,-0.00,0.037298,-0.00,0.93,5716356.66,5300491.74,0.040300,0.24,1.39,-3824825.81,-5303312.19,0.022576,-0.24,1.69,0.00,0.00,0.027836,0.00,
2014-05-30T00:00:00,6321490.99,1.00,6240419.04,6240419.04,0.025575,0.28,0.01,-539497397.24,-5280131.12,0.004703,-0.24,0.17,31397435.23,5232077.46,0.027342,0.24,1.11,-4640804.41,-5170812.72,0.009736,-0.24,0.85,6140511.27,5203162.13,0.042962,0.24,0.15,0.00,0.00,0.018793,0.00,0.92,-0.00,-0.00,0.037298,-0.00,0.93,5706338.75,5280931.23,0.037779,0.24,1.36,-3809777.73,-5184155.03,0.020425,-0.24,1.68,0.00,0.00,0.027836,0.00,
