,portfolio,benchmark,risk_free,portfolio_return,benchmark_return,excess_return
2021-01-29,9591265.052799266,4457584.5132,0.010676631999999998,0.026145401130060808,-0.010095790079204692,0.025255681796727474
2021-02-26,10114316.533897702,4580502.0396,0.012487261999999999,0.05453414937644552,0.02757491776903187,0.05349354420977885
2021-03-31,10334229.340419963,4781108.1828,0.016073999999999998,0.021742725352250192,0.04379566725780082,0.02040322535225019
2021-04-30,10181495.73779068,5036270.0148,0.016169428,-0.014779389695939948,0.053368763525984075,-0.01612684202927328
2021-05-28,10097324.98687503,5071445.2104,0.016128947,-0.008267031984626194,0.006984374447087216,-0.00961111090129286
2021-06-30,10175479.755828388,5189837.050799999,0.015127136999999999,0.007740145935180687,0.02334479334553663,0.006479551185180687
2021-07-30,9844443.613543026,5313121.140000001,0.013081,-0.032532730665180476,0.023754905595927633,-0.03362281399851381
2021-08-31,10151490.498915296,5474670.0768,0.0127735,0.031189866835121594,0.030405656589264085,0.03012540850178826
2021-09-30,10382662.936381672,5220044.380800001,0.013711903999999999,0.022772265559533045,-0.046509779115096905,0.021629606892866377
2021-10-29,11100810.120429773,5585770.0224,0.015755619000000002,0.06916791852422155,0.070061787778124,0.06785495027422155
2021-11-30,10465018.135651197,5547066.481199999,0.015551618,-0.057274377084288064,-0.006928953581116337,-0.05857034525095473
2021-12-31,10711697.230833571,5795664.5424,0.014610498999999999,0.023571779043746854,0.04481613156116726,0.022354237460413522
2022-01-31,10592354.982370142,5495756.0484,0.017611101,-0.011141301503547307,-0.051747041569767394,-0.012608893253547308
2022-02-28,11066501.218633566,5331205.1436,0.019355842,0.04476306138272279,-0.02994144997536885,0.043150074549389454
2022-03-31,12013143.419380846,5529150.282000001,0.021266867999999998,0.08554123675090208,0.03712952945313486,0.08376899775090209
2022-04-29,12230788.888886925,5046998.244,0.027462300000000002,0.018117278875981135,-0.08720183272457493,0.015828753875981136
2022-05-31,12405176.281882426,5056257.551999999,0.028988141999999998,0.014258065818955723,0.001834616845965309,0.011842387318955722
2022-06-30,12207736.658906924,4638895.026000001,0.031392481,-0.015915906270824953,-0.08254376319001222,-0.018531946354158287
2022-07-29,12325470.290155826,5066621.816399999,0.028923402,0.009644181762636705,0.092204455587523,0.007233898262636705
2022-08-31,12603992.121792747,4859995.4592,0.028994266999999997,0.022597257960969896,-0.04078187887068574,0.02018106904430323
2022-09-30,12373482.504766496,4412396.5284,0.03515419,-0.01828861957376915,-0.0920986314817831,-0.021218135407102483
2022-10-31,12900517.40794029,4769630.1444,0.039699383,0.04259390215897363,0.08096135823258344,0.03928562024230696
2022-11-30,12564482.601230564,5036176.2636,0.038858192,-0.026048165052891425,0.05588402268736736,-0.02928634771955809
2022-12-30,12281790.301455656,4746019.5516,0.036191998,-0.022499318813750446,-0.057614487026033556,-0.02551531864708378
2023-01-31,12534817.307267448,5044230.5568,0.03537455,0.0206018014964644,0.0628339183936708,0.017653922329797733
2023-02-28,12636624.389372466,4921156.6008,0.037467787,0.00812194383128273,-0.024398955324135052,0.004999628247949396
2023-03-31,12525022.702273088,5101833.074399999,0.036637912,-0.008831605946382104,0.036714229652969665,-0.011884765279715437
2023-04-28,12591173.649217114,5181464.7935999995,0.034607475,0.005281503157037903,0.015608452499078496,0.0023975469070379035
2023-05-31,13036017.076139389,5203986.8664,0.035704956,0.03532978253778074,0.004346661358737514,0.03235436953778074
2023-06-30,13597010.045353122,5547841.709999999,0.03744948,0.04303407750520316,0.06607527121563828,0.03991328750520316
2023-07-31,13249279.099275278,5726065.8804,0.038947845,-0.025574074367672006,0.03212495592272435,-0.028819728117672007
2023-08-31,13493691.497724995,5634898.1544,0.041641784,0.01844722242005492,-0.015921529354397057,0.014977073753388253
2023-09-29,13735634.823106728,5366237.982,0.0437544,0.01793010648142679,-0.04767791094684071,0.014283906481426788
2023-10-31,13776501.136710543,5253404.576400001,0.047937775,0.0029752038497024014,-0.02102653776788821,-0.0010196107336309318
2023-11-30,13597925.560308004,5733173.884800001,0.044996805,-0.012962331627635493,0.09132540649073184,-0.016712065377635494
2023-12-29,13267786.750468003,5993635.4928,0.04018104,-0.024278615762073907,0.04543061369384671,-0.02762703576207391
2024-01-31,13433604.15179961,6094354.1244,0.040526342,0.012497743930483196,0.016804263742930425,0.00912054876381653
2024-02-29,13763993.708744641,6419765.8764,0.042051743999999995,0.024594260275323965,0.05339560933900245,0.021089948275323966
2024-03-28,14138992.830977852,6626319.2376,0.04206775,0.027244935602881215,0.03217459408594947,0.02373928976954788
2024-04-30,14661951.629021637,6355670.1768,0.04535287,0.036986990820025545,-0.040844555038073715,0.03320758498669221
2024-05-31,14671710.74260461,6670813.992,0.04481726,0.0006656080875109271,0.04958467107849063,-0.003069163579155739
2024-06-28,14983898.769336728,6910176.7824,0.04305548,0.021278229390494285,0.035882096350918546,0.01769027272382762
2024-07-31,15081959.823000636,6994290.0648,0.04243276,0.006544428467748498,0.012172377791293876,0.003008365134415164
2024-08-30,15163909.389269311,7163948.4576,0.038699503,0.005433615208528586,0.02425669956895793,0.0022086566251952526
2024-09-30,15247576.842937032,7316949.649199999,0.037201399999999996,0.005517538486937035,0.021357103907927222,0.0024174218202703684
2024-10-31,15339433.844886985,7250595.282,0.040899042999999996,0.00602436720904298,-0.009068583273257103,0.002616113625709647
2024-11-29,15434252.74231167,7676213.502,0.0435548,0.006181381815228537,0.05870114155407635,0.0025518151485618705
2024-12-31,15536576.331771627,7493226.3384,0.043916050000000005,0.0066296432466370625,-0.023838206630433678,0.002969972413303729
2025-01-31,15641705.20986633,7701893.2104,0.04623086,0.006766540829186374,0.027847400115309506,0.002913969162519707
2025-02-28,15734042.62884618,7601397.9972,0.044471210000000004,0.005903283417053817,-0.01304811822946328,0.00219734925038715
2025-03-31,15830564.892616715,7173102.738,0.0427499,0.006134613083707663,-0.05634427500806616,0.002572121417040996
